label,beijingValue,shanghaiValue,chengduValue,guangzhouValue,shenzhenValue
3/8/2015 6:00,214,29,97,80,115
3/8/2015 7:00,238,29,114,76,139
3/8/2015 8:00,256,29,117,78,105
3/8/2015 9:00,245,30,113,73,47
3/8/2015 10:00,237,36,119,64,39
3/8/2015 11:00,125,26,109,64,36
3/8/2015 12:00,12,24,84,66,27
3/8/2015 13:00,12,27,57,61,31
3/8/2015 14:00,11,27,54,56,23
3/8/2015 15:00,12,29,53,59,23
3/8/2015 16:00,9,28,43,168,45
3/8/2015 17:00,10,30,43,184,36
3/8/2015 18:00,7,38,42,204,48
3/8/2015 19:00,8,34,48,218,57
3/8/2015 20:00,14,40,83,226,62
3/8/2015 21:00,9,56,78,184,61
3/8/2015 22:00,17,46,99,190,54
3/8/2015 23:00,10,58,93,182,48
3/9/2015 0:00,7,49,99,166,13
3/9/2015 1:00,10,16,118,160,14
3/9/2015 2:00,5,19,123,157,16
3/9/2015 3:00,5,18,113,146,10
3/9/2015 4:00,4,14,108,144,18
3/9/2015 5:00,4,27,100,150,21
3/9/2015 6:00,3,23,90,149,27
3/9/2015 7:00,2,28,105,139,24
3/9/2015 8:00,6,29,131,116,23
3/9/2015 9:00,15,38,155,103,21
3/9/2015 10:00,8,38,156,101,21
3/9/2015 11:00,10,41,140,84,17
3/9/2015 12:00,9,31,132,88,13
3/9/2015 13:00,8,48,93,77,16
3/9/2015 14:00,10,49,84,68,18
3/9/2015 15:00,11,50,88,38,19
3/9/2015 16:00,8,103,72,46,24
3/9/2015 17:00,5,124,63,36,24
3/9/2015 18:00,8,102,82,44,27
3/9/2015 19:00,8,55,84,43,32
3/9/2015 20:00,9,28,88,34,20
3/9/2015 21:00,8,28,88,41,25
3/9/2015 22:00,10,32,80,45,26
3/9/2015 23:00,8,26,76,39,30
3/10/2015 0:00,9,25,80,41,29
3/10/2015 1:00,7,25,77,51,27
3/10/2015 2:00,4,25,84,46,21
3/10/2015 3:00,2,27,104,38,34
3/10/2015 4:00,7,19,90,38,33
3/10/2015 5:00,8,19,86,36,39
3/10/2015 6:00,22,26,86,27,35
3/10/2015 7:00,33,25,94,16,31
3/10/2015 8:00,38,16,91,14,35
3/10/2015 9:00,25,26,86,21,31
3/10/2015 10:00,8,22,93,26,29
3/10/2015 11:00,16,22,91,27,27
3/10/2015 12:00,15,20,92,28,21
3/10/2015 13:00,26,21,78,50,24
3/10/2015 14:00,37,22,80,35,26
3/10/2015 15:00,39,25,78,30,33
3/10/2015 16:00,35,28,74,31,27
3/10/2015 17:00,30,30,67,35,29
3/10/2015 18:00,36,31,78,27,33
3/10/2015 19:00,66,34,80,29,32
3/10/2015 20:00,71,31,93,27,37
3/10/2015 21:00,72,32,90,34,41
3/10/2015 22:00,72,29,100,29,67
3/10/2015 23:00,78,27,101,33,61
3/11/2015 0:00,75,33,81,32,65
3/11/2015 1:00,93,34,85,29,61
3/11/2015 2:00,104,31,82,22,71
3/11/2015 3:00,98,35,82,23,89
3/11/2015 4:00,101,35,72,24,99
3/11/2015 5:00,93,32,67,22,87
3/11/2015 6:00,85,35,67,30,62
3/11/2015 7:00,31,26,68,35,37
3/11/2015 8:00,31,31,68,34,38
3/11/2015 9:00,17,42,64,44,34
3/11/2015 10:00,6,41,64,48,22
3/11/2015 11:00,16,49,57,47,24
3/11/2015 12:00,11,48,53,39,24
3/11/2015 13:00,14,57,55,28,25
3/11/2015 14:00,15,54,57,18,23
3/11/2015 15:00,18,59,45,17,17
3/11/2015 16:00,15,62,50,17,25
3/11/2015 17:00,18,70,48,10,26
3/11/2015 18:00,23,66,49,19,33
3/11/2015 19:00,33,61,61,24,35
3/11/2015 20:00,39,66,71,21,52
3/11/2015 21:00,44,56,87,18,61
3/11/2015 22:00,55,57,87,17,49
3/11/2015 23:00,76,56,95,20,59
3/12/2015 0:00,77,56,101,18,65
3/12/2015 1:00,73,47,101,10,32
3/12/2015 2:00,74,54,104,9,23
3/12/2015 3:00,81,50,100,9,28
3/12/2015 4:00,83,56,110,12,47
3/12/2015 5:00,93,53,121,12,49
3/12/2015 6:00,94,50,124,9,68
3/12/2015 7:00,88,59,115,8,80
3/12/2015 8:00,85,68,127,12,99
3/12/2015 9:00,89,72,111,17,45
3/12/2015 10:00,78,73,106,12,21
3/12/2015 11:00,86,88,108,17,14
3/12/2015 12:00,63,73,98,17,19
3/12/2015 13:00,47,83,97,25,26
3/12/2015 14:00,42,75,84,18,29
3/12/2015 15:00,30,84,75,17,30
3/12/2015 16:00,46,82,82,12,31
3/12/2015 17:00,59,80,82,14,30
3/12/2015 18:00,75,83,79,12,33
3/12/2015 19:00,90,85,91,27,44
3/12/2015 20:00,86,81,100,36,41
3/12/2015 21:00,84,68,96,36,33
3/12/2015 22:00,111,65,94,39,41
3/12/2015 23:00,125,58,105,40,43
3/13/2015 0:00,146,55,125,38,42
3/13/2015 1:00,134,55,124,46,48
3/13/2015 2:00,123,67,126,44,48
3/13/2015 3:00,110,70,121,34,53
3/13/2015 4:00,111,75,126,34,78
3/13/2015 5:00,126,74,117,31,78
3/13/2015 6:00,130,80,112,38,89
3/13/2015 7:00,155,84,111,37,61
3/13/2015 8:00,118,93,121,40,48
3/13/2015 9:00,40,89,130,38,55
3/13/2015 10:00,26,91,125,39,-999
3/13/2015 11:00,17,91,95,41,-999
3/13/2015 12:00,21,83,90,46,18
3/13/2015 13:00,17,82,85,49,21
3/13/2015 14:00,9,81,73,53,31
3/13/2015 15:00,18,74,72,53,35
3/13/2015 16:00,16,77,67,61,43
3/13/2015 17:00,12,87,61,65,52
3/13/2015 18:00,27,129,63,56,72
3/13/2015 19:00,34,143,74,48,71
3/13/2015 20:00,41,135,100,52,89
3/13/2015 21:00,41,120,106,51,80
3/13/2015 22:00,96,119,103,50,93
3/13/2015 23:00,92,123,101,51,84
3/14/2015 0:00,70,116,99,55,89
3/14/2015 1:00,67,121,106,48,67
3/14/2015 2:00,62,117,111,53,106
3/14/2015 3:00,59,139,112,46,104
3/14/2015 4:00,54,130,134,42,84
3/14/2015 5:00,56,121,130,39,107
3/14/2015 6:00,67,157,147,43,115
3/14/2015 7:00,74,150,151,40,117
3/14/2015 8:00,82,119,151,48,111
3/14/2015 9:00,84,113,154,60,117
3/14/2015 10:00,99,93,159,69,115
3/14/2015 11:00,116,92,145,79,65
3/14/2015 12:00,124,90,114,87,61
3/14/2015 13:00,131,87,94,84,57
3/14/2015 14:00,120,87,87,93,64
3/14/2015 15:00,107,86,94,94,96
3/14/2015 16:00,112,69,76,93,64
3/14/2015 17:00,120,74,93,108,79
3/14/2015 18:00,119,76,105,106,96
3/14/2015 19:00,144,72,130,96,84
3/14/2015 20:00,135,58,118,85,97
3/14/2015 21:00,163,57,111,83,81
3/14/2015 22:00,165,55,109,89,58
3/14/2015 23:00,162,54,112,88,53
3/15/2015 0:00,162,59,109,102,45
3/15/2015 1:00,154,60,106,81,38
3/15/2015 2:00,150,55,104,91,34
3/15/2015 3:00,148,67,108,87,40
3/15/2015 4:00,149,64,108,76,37
3/15/2015 5:00,171,70,116,69,43
3/15/2015 6:00,187,72,123,63,37
3/15/2015 7:00,191,81,132,62,51
3/15/2015 8:00,155,80,163,68,56
3/15/2015 9:00,83,70,130,73,52
3/15/2015 10:00,89,61,114,71,60
3/15/2015 11:00,91,51,116,61,75
3/15/2015 12:00,59,53,120,51,108
3/15/2015 13:00,60,51,107,47,108
3/15/2015 14:00,58,53,114,39,95
3/15/2015 15:00,89,38,124,35,92
3/15/2015 16:00,77,38,135,32,100
3/15/2015 17:00,80,40,97,23,90
3/15/2015 18:00,80,41,90,30,88
3/15/2015 19:00,88,50,97,25,73
3/15/2015 20:00,108,44,96,27,68
3/15/2015 21:00,129,40,100,25,70
3/15/2015 22:00,137,35,90,20,77
3/15/2015 23:00,140,31,88,23,74
3/16/2015 0:00,153,28,90,29,76
3/16/2015 1:00,160,20,99,51,66
3/16/2015 2:00,140,19,101,70,61
3/16/2015 3:00,114,24,96,60,63
3/16/2015 4:00,110,22,100,62,69
3/16/2015 5:00,132,20,97,62,80
3/16/2015 6:00,125,23,102,69,79
3/16/2015 7:00,131,25,133,58,75
3/16/2015 8:00,144,20,139,53,71
3/16/2015 9:00,162,25,126,57,79
3/16/2015 10:00,183,33,135,48,85
3/16/2015 11:00,197,31,127,44,104
3/16/2015 12:00,224,34,115,44,113
3/16/2015 13:00,242,38,109,45,116
3/16/2015 14:00,256,35,125,30,106
3/16/2015 15:00,266,46,108,40,118
3/16/2015 16:00,293,40,119,33,106
3/16/2015 17:00,305,44,115,33,107
3/16/2015 18:00,302,52,109,34,110
3/16/2015 19:00,311,50,97,30,115
3/16/2015 20:00,302,42,98,38,99
3/16/2015 21:00,305,33,96,33,95
3/16/2015 22:00,312,34,90,33,118
3/16/2015 23:00,318,21,83,26,137
3/17/2015 0:00,313,20,90,28,94
3/17/2015 1:00,318,19,76,32,69
3/17/2015 2:00,309,20,87,36,60
3/17/2015 3:00,311,17,82,34,87
3/17/2015 4:00,313,22,87,47,123
3/17/2015 5:00,311,24,101,64,72
3/17/2015 6:00,303,29,97,54,61
3/17/2015 7:00,304,31,92,64,62
3/17/2015 8:00,315,34,98,67,43
3/17/2015 9:00,317,37,97,48,42
3/17/2015 10:00,211,35,105,29,37
3/17/2015 11:00,150,32,96,23,27
3/17/2015 12:00,143,39,65,18,29
3/17/2015 13:00,119,42,56,16,33
3/17/2015 14:00,93,42,55,17,33
3/17/2015 15:00,133,39,50,18,44
3/17/2015 16:00,144,44,47,21,51
3/17/2015 17:00,128,40,51,21,59
3/17/2015 18:00,136,45,48,14,66
3/17/2015 19:00,113,61,58,20,61
3/17/2015 20:00,90,65,57,21,50
3/17/2015 21:00,38,56,62,19,41
3/17/2015 22:00,29,49,61,22,45
3/17/2015 23:00,34,54,55,23,59
3/18/2015 0:00,31,52,57,18,38
3/18/2015 1:00,29,46,68,25,55
3/18/2015 2:00,27,36,92,28,87
3/18/2015 3:00,25,38,89,22,87
3/18/2015 4:00,21,32,60,28,93
3/18/2015 5:00,30,19,66,38,97
3/18/2015 6:00,35,32,63,43,110
3/18/2015 7:00,56,41,46,46,119
3/18/2015 8:00,40,51,42,47,133
3/18/2015 9:00,34,69,34,47,94
3/18/2015 10:00,36,57,36,45,66
3/18/2015 11:00,35,71,38,23,36
3/18/2015 12:00,30,58,40,27,29
3/18/2015 13:00,41,60,49,23,48
3/18/2015 14:00,43,76,47,26,48
3/18/2015 15:00,48,61,57,31,110
3/18/2015 16:00,48,79,56,27,101
3/18/2015 17:00,58,84,50,30,95
3/18/2015 18:00,67,109,66,33,105
3/18/2015 19:00,73,74,64,33,122
3/18/2015 20:00,80,41,67,31,142
3/18/2015 21:00,104,18,75,29,119
3/18/2015 22:00,103,26,82,30,104
3/18/2015 23:00,125,26,98,35,79
3/19/2015 0:00,113,37,78,37,99
3/19/2015 1:00,133,43,95,32,102
3/19/2015 2:00,90,54,110,36,104
3/19/2015 3:00,89,67,96,33,113
3/19/2015 4:00,79,84,74,36,116
3/19/2015 5:00,78,104,70,35,130
3/19/2015 6:00,81,122,59,33,117
3/19/2015 7:00,110,120,37,38,79
3/19/2015 8:00,112,113,36,56,56
3/19/2015 9:00,97,105,32,61,60
3/19/2015 10:00,100,71,36,74,66
3/19/2015 11:00,80,77,38,51,50
3/19/2015 12:00,60,74,52,36,30
3/19/2015 13:00,57,60,39,28,29
3/19/2015 14:00,53,68,26,28,48
3/19/2015 15:00,60,70,27,25,70
3/19/2015 16:00,62,67,22,25,79
3/19/2015 17:00,77,62,16,27,91
3/19/2015 18:00,79,61,19,24,86
3/19/2015 19:00,100,69,20,31,83
3/19/2015 20:00,122,77,21,33,105
3/19/2015 21:00,136,72,23,28,117
3/19/2015 22:00,138,61,38,31,156
3/19/2015 23:00,116,59,32,35,138
3/20/2015 0:00,120,63,36,35,130
3/20/2015 1:00,78,69,44,32,124
3/20/2015 2:00,53,68,37,38,112
3/20/2015 3:00,37,62,30,37,148
3/20/2015 4:00,28,64,38,37,166
3/20/2015 5:00,31,59,44,38,132
3/20/2015 6:00,32,48,55,39,161
3/20/2015 7:00,33,47,48,35,162
3/20/2015 8:00,30,62,51,37,186
3/20/2015 9:00,25,75,47,32,202
3/20/2015 10:00,26,69,46,27,200
3/20/2015 11:00,33,65,36,24,140
3/20/2015 12:00,38,69,32,21,96
3/20/2015 13:00,43,63,40,19,84
3/20/2015 14:00,36,63,33,27,76
3/20/2015 15:00,37,61,30,28,68
3/20/2015 16:00,38,69,42,38,72
3/20/2015 17:00,38,69,35,40,76
3/20/2015 18:00,40,63,45,38,105
3/20/2015 19:00,39,58,38,35,130
3/20/2015 20:00,47,54,50,31,160
3/20/2015 21:00,54,52,56,38,155
3/20/2015 22:00,53,51,65,38,142
3/20/2015 23:00,56,49,75,35,117
3/21/2015 0:00,54,49,86,37,119
3/21/2015 1:00,41,52,77,39,118
3/21/2015 2:00,30,55,64,36,96
3/21/2015 3:00,27,61,64,41,171
3/21/2015 4:00,18,74,67,46,177
3/21/2015 5:00,26,80,65,40,155
3/21/2015 6:00,15,91,71,52,133
3/21/2015 7:00,18,96,70,59,133
3/21/2015 8:00,17,114,77,48,142
3/21/2015 9:00,12,105,81,52,146
3/21/2015 10:00,14,113,73,59,146
3/21/2015 11:00,13,99,43,65,93
3/21/2015 12:00,13,101,36,75,73
3/21/2015 13:00,11,82,35,74,26
3/21/2015 14:00,12,80,27,57,14
3/21/2015 15:00,7,76,34,60,18
3/21/2015 16:00,0,86,32,57,24
3/21/2015 17:00,6,94,28,59,23
3/21/2015 18:00,8,104,32,55,27
3/21/2015 19:00,8,132,38,49,26
3/21/2015 20:00,17,145,41,58,42
3/21/2015 21:00,14,134,36,56,55
3/21/2015 22:00,18,118,38,65,43
3/21/2015 23:00,29,125,46,57,48
3/22/2015 0:00,47,125,42,56,199
3/22/2015 1:00,33,121,37,63,73
3/22/2015 2:00,26,122,39,67,39
3/22/2015 3:00,17,125,43,64,20
3/22/2015 4:00,18,138,45,58,17
3/22/2015 5:00,11,144,49,49,34
3/22/2015 6:00,8,97,48,46,20
3/22/2015 7:00,10,61,57,47,30
3/22/2015 8:00,8,41,77,41,23
3/22/2015 9:00,16,38,77,39,20
3/22/2015 10:00,16,29,68,50,33
3/22/2015 11:00,6,33,73,58,33
3/22/2015 12:00,9,41,64,70,20
3/22/2015 13:00,9,36,65,77,25
3/22/2015 14:00,15,39,72,99,23
3/22/2015 15:00,15,43,71,80,28
3/22/2015 16:00,17,37,51,68,25
3/22/2015 17:00,19,33,43,98,26
3/22/2015 18:00,24,30,42,109,28
3/22/2015 19:00,54,42,51,94,39
3/22/2015 20:00,42,40,50,85,57
3/22/2015 21:00,33,29,52,90,59
3/22/2015 22:00,35,32,63,59,51
3/22/2015 23:00,41,38,70,43,-999
3/23/2015 0:00,41,38,64,31,60
3/23/2015 1:00,47,40,66,20,54
3/23/2015 2:00,47,41,73,28,49
3/23/2015 3:00,51,35,80,28,46
3/23/2015 4:00,66,38,81,31,39
3/23/2015 5:00,55,34,59,30,40
3/23/2015 6:00,57,36,24,34,32
3/23/2015 7:00,73,41,34,34,38
3/23/2015 8:00,66,39,26,41,29
3/23/2015 9:00,48,33,26,47,28
3/23/2015 10:00,26,23,29,45,30
3/23/2015 11:00,13,21,26,45,44
3/23/2015 12:00,8,10,27,49,44
3/23/2015 13:00,11,10,23,52,35
3/23/2015 14:00,11,10,21,72,39
3/23/2015 15:00,12,15,25,57,41
3/23/2015 16:00,11,14,25,41,34
3/23/2015 17:00,18,13,37,46,40
3/23/2015 18:00,17,12,49,42,69
3/23/2015 19:00,27,22,49,59,79
3/23/2015 20:00,37,17,53,52,77
3/23/2015 21:00,44,17,54,37,79
3/23/2015 22:00,44,16,82,10,96
3/23/2015 23:00,45,19,60,16,98
3/24/2015 0:00,60,12,53,8,104
3/24/2015 1:00,80,13,55,10,92
3/24/2015 2:00,111,16,49,10,154
3/24/2015 3:00,86,13,41,7,148
3/24/2015 4:00,69,15,42,7,129
3/24/2015 5:00,74,10,37,4,144
3/24/2015 6:00,61,17,38,5,177
3/24/2015 7:00,64,16,40,11,218
3/24/2015 8:00,71,17,34,14,231
3/24/2015 9:00,65,23,38,10,232
3/24/2015 10:00,73,19,37,7,88
3/24/2015 11:00,70,19,37,-999,89
3/24/2015 12:00,64,15,29,-999,101
3/24/2015 13:00,64,16,25,7,86
3/24/2015 14:00,70,16,27,11,54
3/24/2015 15:00,70,17,29,26,66
3/24/2015 16:00,75,16,27,14,71
3/24/2015 17:00,105,24,26,16,104
3/24/2015 18:00,101,23,32,13,122
3/24/2015 19:00,116,23,34,26,142
3/24/2015 20:00,125,22,42,27,140
3/24/2015 21:00,134,17,49,23,152
3/24/2015 22:00,146,20,53,22,147
3/24/2015 23:00,140,16,49,23,-999
3/25/2015 0:00,115,21,56,20,159
3/25/2015 1:00,126,19,58,20,136
3/25/2015 2:00,122,25,58,19,121
3/25/2015 3:00,118,21,55,23,135
3/25/2015 4:00,125,26,53,21,103
3/25/2015 5:00,127,27,57,25,123
3/25/2015 6:00,126,23,57,19,167
3/25/2015 7:00,134,27,62,18,168
3/25/2015 8:00,126,24,66,23,157
3/25/2015 9:00,146,19,57,20,103
3/25/2015 10:00,151,20,55,28,62
3/25/2015 11:00,153,16,57,31,87
3/25/2015 12:00,158,16,53,30,83
3/25/2015 13:00,151,19,77,35,91
3/25/2015 14:00,101,14,-999,35,97
3/25/2015 15:00,96,17,61,45,76
3/25/2015 16:00,85,19,64,48,-999
3/25/2015 17:00,97,19,90,53,-999
3/25/2015 18:00,98,22,112,47,-999
3/25/2015 19:00,125,28,115,46,-999
3/25/2015 20:00,129,25,100,47,-999
3/25/2015 21:00,102,25,90,36,-999
3/25/2015 22:00,89,26,84,41,-999
3/25/2015 23:00,92,34,74,46,-999
3/26/2015 0:00,99,20,65,37,-999
3/26/2015 1:00,99,23,81,37,-999
3/26/2015 2:00,110,25,71,34,-999
3/26/2015 3:00,103,15,71,26,-999
3/26/2015 4:00,113,21,80,17,-999
3/26/2015 5:00,114,22,77,21,-999
3/26/2015 6:00,125,23,85,18,-999
3/26/2015 7:00,139,24,87,20,-999
3/26/2015 8:00,143,24,88,22,-999
3/26/2015 9:00,151,24,79,20,-999
3/26/2015 10:00,147,25,71,27,-999
3/26/2015 11:00,122,29,76,20,138
3/26/2015 12:00,95,25,78,24,115
3/26/2015 13:00,89,22,74,27,110
3/26/2015 14:00,77,-999,63,19,92
3/26/2015 15:00,60,27,62,27,95
3/26/2015 16:00,60,28,58,9,106
3/26/2015 17:00,80,25,65,15,73
3/26/2015 18:00,84,27,73,24,88
3/26/2015 19:00,89,39,75,27,74
3/26/2015 20:00,69,29,94,26,70
3/26/2015 21:00,75,27,94,13,85
3/26/2015 22:00,70,29,96,16,76
3/26/2015 23:00,60,24,102,17,68
3/27/2015 0:00,56,23,101,24,74
3/27/2015 1:00,58,18,123,30,79
3/27/2015 2:00,62,25,127,24,87
3/27/2015 3:00,69,17,119,19,90
3/27/2015 4:00,69,19,123,20,94
3/27/2015 5:00,69,24,136,23,99
3/27/2015 6:00,75,29,128,26,94
3/27/2015 7:00,90,26,137,12,94
3/27/2015 8:00,97,24,143,9,99
3/27/2015 9:00,95,28,127,19,100
3/27/2015 10:00,106,24,142,24,83
3/27/2015 11:00,118,33,137,24,88
3/27/2015 12:00,115,28,134,34,100
3/27/2015 13:00,109,33,125,36,104
3/27/2015 14:00,-999,40,125,42,103
3/27/2015 15:00,-999,32,116,54,105
3/27/2015 16:00,-999,27,108,56,110
3/27/2015 17:00,-999,37,-999,61,91
3/27/2015 18:00,-999,39,126,81,88
3/27/2015 19:00,-999,44,105,79,86
3/27/2015 20:00,-999,47,99,24,132
3/27/2015 21:00,-999,45,95,23,124
3/27/2015 22:00,-999,33,90,20,101
3/27/2015 23:00,-999,32,115,28,97
3/28/2015 0:00,-999,36,125,25,92
3/28/2015 1:00,-999,38,129,27,99
3/28/2015 2:00,-999,49,143,25,94
3/28/2015 3:00,-999,28,149,26,98
3/28/2015 4:00,-999,50,144,27,99
3/28/2015 5:00,-999,52,138,29,90
3/28/2015 6:00,-999,52,148,26,84
3/28/2015 7:00,-999,56,144,25,86
3/28/2015 8:00,-999,59,141,28,87
3/28/2015 9:00,-999,64,151,32,97
3/28/2015 10:00,-999,67,156,40,99
3/28/2015 11:00,-999,61,151,57,106
3/28/2015 12:00,-999,77,151,64,98
3/28/2015 13:00,-999,69,147,50,89
3/28/2015 14:00,-999,67,147,39,86
3/28/2015 15:00,-999,70,167,41,96
3/28/2015 16:00,-999,70,181,47,102
3/28/2015 17:00,-999,63,174,47,113
3/28/2015 18:00,24,95,156,62,121
3/28/2015 19:00,20,121,154,73,130
3/28/2015 20:00,30,125,155,64,136
3/28/2015 21:00,35,111,119,64,143
3/28/2015 22:00,43,76,131,66,144
3/28/2015 23:00,32,82,170,67,138
3/29/2015 0:00,40,78,142,69,138
3/29/2015 1:00,64,75,134,71,134
3/29/2015 2:00,73,71,144,67,137
3/29/2015 3:00,55,77,159,70,144
3/29/2015 4:00,52,67,162,72,153
3/29/2015 5:00,71,74,152,72,164
3/29/2015 6:00,56,78,156,74,192
3/29/2015 7:00,63,93,135,80,172
3/29/2015 8:00,118,96,142,72,200
3/29/2015 9:00,144,90,163,64,152
3/29/2015 10:00,127,86,157,64,117
3/29/2015 11:00,142,58,143,53,109
3/29/2015 12:00,139,66,108,56,165
3/29/2015 13:00,-999,70,55,65,109
3/29/2015 14:00,-999,65,57,64,114
3/29/2015 15:00,-999,72,61,56,174
3/29/2015 16:00,58,64,56,68,145
3/29/2015 17:00,62,63,61,64,137
3/29/2015 18:00,67,70,55,56,128
3/29/2015 19:00,72,89,59,48,155
3/29/2015 20:00,125,69,63,42,151
3/29/2015 21:00,136,64,74,31,151
3/29/2015 22:00,151,62,86,37,160
3/29/2015 23:00,155,52,117,46,190
3/30/2015 0:00,138,47,87,50,169
3/30/2015 1:00,134,-999,80,47,86
3/30/2015 2:00,132,-999,75,51,76
3/30/2015 3:00,116,-999,87,59,49
3/30/2015 4:00,120,-999,103,67,56
3/30/2015 5:00,125,-999,99,63,70
3/30/2015 6:00,132,-999,102,61,85
3/30/2015 7:00,136,-999,106,70,98
3/30/2015 8:00,144,24,108,71,113
3/30/2015 9:00,153,25,106,67,121
3/30/2015 10:00,166,29,71,44,105
3/30/2015 11:00,162,33,63,39,98
3/30/2015 12:00,168,43,70,32,98
3/30/2015 13:00,183,38,67,29,83
3/30/2015 14:00,168,34,65,33,91
3/30/2015 15:00,161,38,70,25,94
3/30/2015 16:00,154,33,68,30,92
3/30/2015 17:00,160,34,67,27,94
3/30/2015 18:00,173,30,73,27,85
3/30/2015 19:00,179,31,121,31,80
3/30/2015 20:00,188,42,127,33,80
3/30/2015 21:00,190,40,115,35,70
3/30/2015 22:00,169,39,121,38,77
3/30/2015 23:00,161,42,111,35,72
3/31/2015 0:00,165,41,105,38,73
3/31/2015 1:00,201,50,98,39,66
3/31/2015 2:00,178,40,109,38,85
3/31/2015 3:00,164,46,121,34,91
3/31/2015 4:00,154,45,124,35,99
3/31/2015 5:00,159,48,148,35,93
3/31/2015 6:00,159,45,142,34,93
3/31/2015 7:00,168,57,134,31,99
3/31/2015 8:00,164,64,136,30,91
3/31/2015 9:00,168,66,146,26,112
3/31/2015 10:00,160,39,107,22,100
3/31/2015 11:00,160,43,87,21,41
3/31/2015 12:00,149,49,109,22,36
3/31/2015 13:00,106,39,97,18,41
3/31/2015 14:00,103,38,73,17,51
3/31/2015 15:00,94,55,74,14,64
3/31/2015 16:00,80,54,68,16,62
3/31/2015 17:00,76,79,67,18,53
3/31/2015 18:00,69,91,70,18,59
3/31/2015 19:00,69,74,70,15,66
3/31/2015 20:00,72,88,90,18,42
3/31/2015 21:00,66,69,93,17,33
3/31/2015 22:00,70,65,97,19,33
3/31/2015 23:00,69,76,80,19,45
4/1/2015 0:00,72,65,56,27,56
4/1/2015 1:00,73,68,52,23,55
4/1/2015 2:00,85,64,62,25,64
4/1/2015 3:00,85,52,68,21,65
4/1/2015 4:00,80,63,60,20,69
4/1/2015 5:00,65,62,63,21,67
4/1/2015 6:00,61,66,69,17,76
4/1/2015 7:00,81,84,72,20,80
4/1/2015 8:00,84,73,95,28,64
4/1/2015 9:00,75,38,77,23,47
4/1/2015 10:00,37,25,80,20,37
4/1/2015 11:00,27,33,78,18,31
4/1/2015 12:00,30,29,72,22,31
4/1/2015 13:00,28,31,78,21,22
4/1/2015 14:00,30,22,81,20,29
4/1/2015 15:00,37,36,88,22,32
4/1/2015 16:00,32,39,85,26,40
4/1/2015 17:00,39,49,78,12,52
4/1/2015 18:00,41,51,80,14,54
4/1/2015 19:00,43,33,80,17,56
4/1/2015 20:00,44,34,79,17,81
4/1/2015 21:00,44,29,80,18,79
4/1/2015 22:00,52,30,74,14,86
4/1/2015 23:00,48,34,59,18,97
4/2/2015 0:00,40,32,50,18,97
4/2/2015 1:00,46,27,38,20,103
4/2/2015 2:00,37,20,30,13,102
4/2/2015 3:00,42,24,22,19,111
4/2/2015 4:00,47,22,33,18,92
4/2/2015 5:00,49,21,24,19,98
4/2/2015 6:00,51,24,43,21,93
4/2/2015 7:00,58,14,39,20,105
4/2/2015 8:00,55,26,43,22,131
4/2/2015 9:00,54,35,45,21,143
4/2/2015 10:00,48,43,49,25,139
4/2/2015 11:00,42,43,49,20,70
4/2/2015 12:00,29,48,39,18,39
4/2/2015 13:00,31,48,41,13,33
4/2/2015 14:00,35,49,34,10,22
4/2/2015 15:00,36,49,32,15,21
4/2/2015 16:00,39,51,34,14,-999
4/2/2015 17:00,34,54,35,10,28
4/2/2015 18:00,17,42,44,12,24
4/2/2015 19:00,17,29,51,16,34
4/2/2015 20:00,18,20,54,21,35
4/2/2015 21:00,12,27,48,19,38
4/2/2015 22:00,12,29,45,11,43
4/2/2015 23:00,11,44,39,11,36
4/3/2015 0:00,15,65,68,17,35
4/3/2015 1:00,20,59,57,9,41
4/3/2015 2:00,21,62,54,12,48
4/3/2015 3:00,27,59,54,17,57
4/3/2015 4:00,19,61,45,13,58
4/3/2015 5:00,18,61,38,13,68
4/3/2015 6:00,19,68,38,11,74
4/3/2015 7:00,18,75,66,22,80
4/3/2015 8:00,20,66,42,18,78
4/3/2015 9:00,18,74,36,20,77
4/3/2015 10:00,21,80,42,19,74
4/3/2015 11:00,14,94,40,17,61
4/3/2015 12:00,23,95,41,20,69
4/3/2015 13:00,38,86,45,20,73
4/3/2015 14:00,30,98,43,15,80
4/3/2015 15:00,42,79,41,21,85
4/3/2015 16:00,44,55,47,22,91
4/3/2015 17:00,54,47,40,22,98
4/3/2015 18:00,70,41,41,17,81
4/3/2015 19:00,62,55,68,23,75
4/3/2015 20:00,56,43,73,17,87
4/3/2015 21:00,33,44,50,14,88
4/3/2015 22:00,32,35,57,17,53
4/3/2015 23:00,34,36,48,16,51
4/4/2015 0:00,34,37,32,6,41
4/4/2015 1:00,40,34,26,16,35
4/4/2015 2:00,34,38,28,9,43
4/4/2015 3:00,37,37,11,8,45
4/4/2015 4:00,31,41,9,19,59
4/4/2015 5:00,36,36,16,9,62
4/4/2015 6:00,44,34,24,13,68
4/4/2015 7:00,39,43,33,15,73
4/4/2015 8:00,56,34,30,10,86
4/4/2015 9:00,71,25,29,6,98
4/4/2015 10:00,72,25,36,8,59
4/4/2015 11:00,77,33,30,8,69
4/4/2015 12:00,76,57,31,12,65
4/4/2015 13:00,69,61,33,10,-999
4/4/2015 14:00,74,58,34,9,41
4/4/2015 15:00,73,69,31,11,32
4/4/2015 16:00,78,73,41,10,36
4/4/2015 17:00,78,75,33,11,68
4/4/2015 18:00,87,94,41,10,58
